# simTime drag lift presDiff dispAx dispAy aleNorm aleTime flowTime beamTime couplingIter flowIter beamIter omega resAbs resRel
1.68 129.306 2.53261 1899.04 5.79133e-05 0.000223022 4.91121e-05 370.495 2768.73 337.786 8 3 3 0.620353 2.28737e-11 0.000111845
1.69 129.521 2.54013 1905.37 5.73541e-05 0.000240767 5.11443e-05 373.523 2790.71 340.55 8 3 3 0.620412 2.34427e-11 0.000117086
1.7 129.717 2.54985 1911.36 5.67958e-05 0.000257704 5.31357e-05 376.549 2812.71 343.314 8 3 3 0.620362 2.35052e-11 0.000120129
1.71 129.893 2.56162 1917.01 5.62391e-05 0.000273786 5.50717e-05 379.576 2834.69 346.077 8 3 3 0.620179 2.30899e-11 0.000120936
1.72 130.049 2.57522 1922.31 5.5684e-05 0.000288979 5.69408e-05 382.603 2856.67 348.842 8 3 3 0.61991 2.22653e-11 0.000119664
1.73 130.185 2.59038 1927.26 5.51312e-05 0.000303263 5.87346e-05 385.631 2878.64 351.608 8 3 3 0.619684 2.11256e-11 0.000116617
1.74 130.301 2.60677 1931.84 5.45809e-05 0.000316629 6.04475e-05 388.672 2900.62 354.372 8 3 3 0.619748 1.97817e-11 0.000112231
1.75 130.397 2.62404 1936.06 5.40339e-05 0.000329083 6.20769e-05 391.699 2922.62 357.138 8 3 3 0.620534 1.83516e-11 0.000107042
1.76 130.473 2.64175 1939.91 5.34901e-05 0.000340645 6.36225e-05 394.726 2944.61 359.904 8 3 3 0.62274 1.69558e-11 0.000101674
1.77 130.527 2.65953 1943.38 5.29503e-05 0.000351349 6.50866e-05 397.374 2963.86 362.322 7 3 3 0.754417 9.98165e-11 0.000615067
1.78 130.562 2.67704 1946.47 5.24145e-05 0.00036124 6.64736e-05 400.023 2983.11 364.741 7 3 3 0.762816 8.98102e-11 0.000567968
1.79 130.576 2.69337 1949.18 5.18833e-05 0.000370376 6.77902e-05 402.673 3002.39 367.162 7 3 3 0.772739 8.22093e-11 0.000533638
1.8 130.568 2.7083 1951.49 5.13566e-05 0.000378826 6.90445e-05 405.321 3021.64 369.581 7 3 3 0.784074 7.71195e-11 0.000512736
1.81 130.54 2.72165 1953.42 5.0835e-05 0.00038667 7.02464e-05 407.971 3040.87 371.999 7 3 3 0.79651 7.43481e-11 0.000504997
1.82 130.491 2.73268 1954.95 5.03184e-05 0.000393994 7.14066e-05 410.618 3060.14 374.417 7 3 3 0.809639 7.33688e-11 0.00050854
1.83 130.421 2.7412 1956.08 4.98073e-05 0.000400894 7.25369e-05 413.268 3079.37 376.836 7 3 3 0.821963 7.35876e-11 0.000518982
1.84 130.33 2.7469 1956.81 4.93016e-05 0.000407467 7.36496e-05 415.917 3098.58 379.255 7 3 3 0.832189 7.44373e-11 0.00053276
1.85 130.218 2.74948 1957.14 4.88017e-05 0.000413817 7.47569e-05 418.566 3117.81 381.673 7 3 3 0.83921 7.55686e-11 0.000547405
1.86 130.084 2.74882 1957.05 4.83076e-05 0.000420045 7.58709e-05 421.215 3137.03 384.092 7 3 3 0.842414 7.69088e-11 0.000562078
1.87 129.93 2.7448 1956.55 4.78196e-05 0.000426254 7.70033e-05 423.863 3156.25 386.512 7 3 3 0.841906 7.85329e-11 0.000577276
1.88 129.754 2.73738 1955.65 4.73376e-05 0.000432541 7.81648e-05 426.512 3175.48 388.93 7 3 3 0.83813 8.05554e-11 0.000593697
1.89 129.556 2.72664 1954.32 4.6862e-05 0.000439 7.9365e-05 429.16 3194.7 391.35 7 3 3 0.83164 8.30131e-11 0.000611466
1.9 129.338 2.71271 1952.58 4.63927e-05 0.000445716 8.06121e-05 431.809 3213.92 393.769 7 3 3 0.822967 8.5831e-11 0.000629968
1.91 129.098 2.69577 1950.42 4.59301e-05 0.000452767 8.19132e-05 434.457 3233.15 396.188 7 3 3 0.812541 8.88432e-11 0.000647921
1.92 128.836 2.67612 1947.84 4.54741e-05 0.000460219 8.32733e-05 437.105 3252.4 398.607 7 3 3 0.800704 9.18436e-11 0.00066387
1.93 128.554 2.65407 1944.84 4.50251e-05 0.000468126 8.46959e-05 439.754 3271.65 401.027 7 3 3 0.787772 9.46229e-11 0.000676486
1.94 128.25 2.63001 1941.41 4.4583e-05 0.000476531 8.61831e-05 442.403 3290.87 403.445 7 3 3 0.77406 9.70195e-11 0.000684937
1.95 127.925 2.60438 1937.57 4.41484e-05 0.000485462 8.77348e-05 445.052 3310.12 405.864 7 3 3 0.759921 9.89436e-11 0.000689034
1.96 127.578 2.57759 1933.3 4.3721e-05 0.000494934 8.93497e-05 448.078 3332.12 408.626 8 3 3 0.697872 1.61712e-11 0.000111029
1.97 127.21 2.55002 1928.6 4.33014e-05 0.000504949 9.10247e-05 451.105 3354.12 411.389 8 3 3 0.690557 1.60081e-11 0.000108418
1.98 126.822 2.52248 1923.49 4.28894e-05 0.000515493 9.27554e-05 454.131 3376.14 414.152 8 3 3 0.683337 1.5755e-11 0.000105214
1.99 126.412 2.49535 1917.95 4.24856e-05 0.00052654 9.45361e-05 457.174 3398.13 416.916 8 3 3 0.676092 1.54206e-11 0.000101701
2 125.981 2.46887 1911.98 4.20897e-05 0.000538052 9.63598e-05 460.202 3420.16 419.681 8 3 3 0.66876 1.50089e-11 9.79789e-05
2.01 125.613 2.44248 1907.42 4.16321e-05 0.000549979 9.82177e-05 462.853 3439.46 422.1 7 3 3 0.657777 9.33625e-11 0.000645415
2.02 125.401 2.41653 1906.22 4.09554e-05 0.00056226 0.000100099 465.507 3458.8 424.523 7 3 3 0.619252 7.48266e-11 0.000513641
2.03 125.278 2.3932 1906.81 3.99842e-05 0.000574827 0.000101994 468.161 3478.98 426.946 7 3 3 0.621316 7.47612e-11 0.000479882
2.04 125.166 2.37273 1907.44 3.87747e-05 0.000587602 0.000103892 470.815 3500.86 429.369 7 3 3 0.62482 8.16526e-11 0.000528911
2.05 125.059 2.35473 1908.01 3.74185e-05 0.000600505 0.000105785 473.467 3521.89 431.791 7 3 3 0.628665 9.02845e-11 0.000598053
2.06 124.957 2.33974 1908.51 3.6018e-05 0.00061345 0.000107661 476.498 3544.83 434.56 8 3 3 0.624085 5.61037e-12 3.80326e-05
2.07 124.858 2.32759 1908.95 3.46895e-05 0.000626348 0.000109513 479.53 3566.88 437.329 8 3 3 0.621339 5.97281e-12 4.14013e-05
2.08 124.764 2.31887 1909.35 3.35368e-05 0.000639114 0.000111328 482.563 3588.95 440.098 8 3 3 0.619644 7.28663e-12 5.17117e-05
2.09 124.674 2.31355 1909.73 3.26168e-05 0.000651662 0.000113098 485.595 3611.86 442.868 8 3 3 0.618916 9.3034e-12 6.79353e-05
2.1 124.589 2.31116 1910.11 3.19218e-05 0.000663909 0.000114813 488.626 3633.91 445.637 8 3 3 0.618969 1.16611e-11 8.82517e-05
2.11 124.511 2.31207 1910.49 3.13934e-05 0.000675777 0.000116463 491.658 3657.71 448.405 8 3 3 0.619463 1.39668e-11 0.000109851
2.12 124.438 2.31596 1910.89 3.09484e-05 0.000687196 0.00011804 494.691 3679.77 451.173 8 3 3 0.620157 1.5956e-11 0.000131
2.13 124.37 2.32259 1911.3 3.05066e-05 0.000698102 0.000119535 497.724 3701.84 453.943 8 3 3 0.620818 1.7415e-11 0.000149693
2.14 124.307 2.33182 1911.71 3.00092e-05 0.00070844 0.000120944 500.757 3723.88 456.711 8 3 3 0.621265 1.82334e-11 0.000164416
2.15 124.249 2.34331 1912.12 2.94322e-05 0.000718166 0.000122261 503.789 3746.78 459.48 8 4 3 0.621423 1.84207e-11 0.000174697
2.16 124.194 2.35677 1912.52 2.87859e-05 0.000727245 0.000123484 506.821 3768.88 462.248 8 3 3 0.621217 1.8026e-11 0.000180194
2.17 124.142 2.37189 1912.9 2.8107e-05 0.000735652 0.000124611 509.855 3790.95 465.015 8 3 3 0.620616 1.71486e-11 0.000181149
2.18 124.094 2.38829 1913.28 2.74427e-05 0.000743375 0.000125643 512.889 3813.87 467.784 8 3 3 0.619614 1.59055e-11 0.000178109
2.19 124.049 2.40565 1913.66 2.68359e-05 0.000750411 0.00012658 515.544 3833.21 470.206 7 3 3 0.727952 9.93236e-11 0.0011831
2.2 124.007 2.42377 1914.03 2.63135e-05 0.000756767 0.000127426 518.198 3852.53 472.628 7 3 3 0.733408 8.53474e-11 0.00108405
2.21 123.969 2.44176 1914.41 2.58815e-05 0.000762463 0.000128185 520.853 3873.59 475.052 7 3 3 0.73831 7.22216e-11 0.000984889
2.22 123.933 2.45948 1914.79 2.55263e-05 0.000767524 0.00012886 523.505 3894.62 477.474 7 3 3 0.742471 5.99488e-11 0.00087904
2.23 123.901 2.47689 1915.18 2.52221e-05 0.000771982 0.000129458 526.16 3917.43 479.896 7 4 3 0.745724 4.87718e-11 0.000769087
2.24 123.871 2.49329 1915.58 2.49392e-05 0.000775879 0.000129985 528.814 3939.33 482.318 7 5 3 0.748064 3.89041e-11 0.000662669
2.25 123.845 2.5086 1915.99 2.46538e-05 0.000779258 0.000130447 531.468 3959.5 484.741 7 3 3 0.748943 3.03775e-11 0.000558533
2.26 123.82 2.52258 1916.41 2.43526e-05 0.000782164 0.000130853 534.121 3978.82 487.164 7 3 3 0.747731 2.32851e-11 0.000462373
2.27 123.798 2.53501 1916.84 2.40361e-05 0.000784646 0.000131209 536.773 3998.13 489.586 7 3 3 0.743212 1.76518e-11 0.000379027
2.28 123.778 2.5458 1917.28 2.37146e-05 0.000786753 0.000131522 539.047 4016.41 491.663 6 3 3 0.767006 9.16427e-11 0.00212938
2.29 123.759 2.55481 1917.73 2.34056e-05 0.000788533 0.0001318 541.322 4036.44 493.738 6 3 3 0.736297 6.281e-11 0.00158394
2.3 123.742 2.56225 1918.19 2.31262e-05 0.000790034 0.00013205 543.596 4058.22 495.814 6 6 3 0.70731 4.22924e-11 0.00115853
2.31 123.728 2.56801 1918.67 2.28894e-05 0.000791304 0.000132279 545.871 4079.99 497.89 6 3 3 0.695739 3.29522e-11 0.00098465
2.32 123.715 2.57199 1919.17 2.27005e-05 0.00079239 0.000132492 548.147 4098.27 499.966 6 3 3 0.710826 3.64494e-11 0.0011924
2.33 123.704 2.57442 1919.67 2.25572e-05 0.000793337 0.000132697 550.424 4118.3 502.041 6 3 3 0.736099 4.91891e-11 0.0017581
2.34 123.695 2.57528 1920.19 2.24508e-05 0.000794192 0.000132898 552.699 4140.96 504.118 6 6 3 0.754863 6.60877e-11 0.00257422
2.35 123.688 2.57464 1920.72 2.23698e-05 0.000794999 0.000133102 554.974 4159.24 506.193 6 3 3 0.765231 8.43715e-11 0.00354952
2.36 123.682 2.57265 1921.25 2.23028e-05 0.000795802 0.000133313 557.628 4184.64 508.616 7 6 3 0.812268 1.70967e-11 0.000764883
2.37 123.678 2.56942 1921.77 2.22417e-05 0.000796642 0.000133537 560.281 4211.78 511.038 7 3 3 0.810778 1.94334e-11 0.000905903
2.38 123.675 2.56495 1922.29 2.21824e-05 0.000797558 0.000133776 562.934 4232.8 513.46 7 3 3 0.807664 2.17153e-11 0.00103332
2.39 123.672 2.55944 1922.79 2.21253e-05 0.000798587 0.000134036 565.591 4252.96 515.883 7 3 3 0.802719 2.38203e-11 0.00112955
2.4 123.671 2.55311 1923.29 2.20735e-05 0.00079976 0.000134319 568.245 4282.72 518.306 7 9 3 0.795707 2.56548e-11 0.00118791
2.41 123.67 2.54609 1923.76 2.20316e-05 0.000801107 0.000134626 570.899 4314.21 520.726 7 3 3 0.786527 2.71409e-11 0.00121095
2.42 123.669 2.5386 1924.21 2.20029e-05 0.000802648 0.000134961 573.553 4342.23 523.148 7 8 3 0.774744 2.8172e-11 0.00119849
2.43 123.669 2.53088 1924.64 2.1989e-05 0.0008044 0.000135322 576.209 4365.9 525.569 7 4 3 0.760035 2.86566e-11 0.00115658
2.44 123.669 2.52317 1925.05 2.19884e-05 0.000806373 0.00013571 578.863 4393.91 527.991 7 4 3 0.742196 2.85241e-11 0.00109096
2.45 123.669 2.51571 1925.43 2.19978e-05 0.000808568 0.000136124 581.518 4429.75 530.414 7 6 3 0.721265 2.7752e-11 0.00100735
2.46 123.67 2.50875 1925.78 2.20123e-05 0.000810981 0.000136562 584.172 4457.74 532.838 7 3 3 0.697823 2.64084e-11 0.000913383
2.47 123.67 2.50253 1926.11 2.20269e-05 0.000813599 0.00013702 586.825 4483.98 535.259 7 4 3 0.67311 2.46581e-11 0.000817273
2.48 123.67 2.49728 1926.41 2.20375e-05 0.000816402 0.000137494 589.478 4513.72 537.682 7 4 3 0.649055 2.27515e-11 0.000727643
2.49 123.67 2.49321 1926.68 2.2042e-05 0.000819363 0.000137981 592.131 4539.98 540.104 7 3 3 0.628003 2.09807e-11 0.000652666
2.5 123.669 2.4905 1926.92 2.20396e-05 0.000822451 0.000138476 594.788 4571.49 542.525 7 6 3 0.61211 1.96362e-11 0.000599333
2.51 123.669 2.48931 1927.13 2.20314e-05 0.000825626 0.000138972 597.442 4593.42 544.948 7 4 3 0.602782 1.89832e-11 0.000573821
2.52 123.667 2.48975 1927.32 2.2019e-05 0.000828849 0.000139465 600.095 4623.25 547.37 7 3 3 0.600351 1.92698e-11 0.000582609
2.53 123.666 2.49191 1927.49 2.20046e-05 0.000832075 0.000139947 602.748 4650.46 549.792 7 3 3 0.604192 2.072e-11 0.000633135
2.54 123.664 2.49583 1927.63 2.19893e-05 0.000835258 0.000140414 605.402 4686.37 552.215 7 3 3 0.613073 2.34702e-11 0.000732777
2.55 123.661 2.50151 1927.75 2.1974e-05 0.000838354 0.00014086 608.055 4723.13 554.637 7 7 3 0.625575 2.74024e-11 0.000884245
2.56 123.659 2.50893 1927.85 2.19583e-05 0.000841319 0.000141279 610.708 4751.18 557.059 7 4 3 0.640375 3.18832e-11 0.00107628
2.57 123.656 2.51801 1927.94 2.19414e-05 0.000844111 0.000141666 613.362 4787.13 559.482 7 8 3 0.65645 3.5683e-11 0.00127634
2.58 123.652 2.52866 1928.01 2.19223e-05 0.000846692 0.000142018 616.014 4818.71 561.905 7 6 3 0.673176 3.74738e-11 0.00143976
2.59 123.649 2.54073 1928.07 2.19001e-05 0.00084903 0.000142329 618.667 4848.48 564.328 7 3 3 0.690265 3.65916e-11 0.00153225
2.6 123.645 2.55409 1928.12 2.18743e-05 0.000851097 0.000142598 621.32 4894.83 566.749 7 9 3 0.70766 3.32516e-11 0.00154153
2.61 123.641 2.56856 1928.16 2.18452e-05 0.000852871 0.000142823 623.973 4936.84 569.17 7 14 3 0.725475 2.81509e-11 0.00146976
2.62 123.637 2.58397 1928.19 2.18133e-05 0.000854335 0.000143002 626.627 4972.71 571.592 7 3 3 0.743938 2.20426e-11 0.00132071
2.63 123.633 2.60012 1928.21 2.17799e-05 0.000855481 0.000143135 629.28 5000.73 574.014 7 3 3 0.763481 1.55488e-11 0.00109162
2.64 123.628 2.6168 1928.23 2.17459e-05 0.000856304 0.000143223 631.553 5028.61 576.09 6 7 3 0.841729 7.92884e-11 0.00667129
2.65 123.624 2.63381 1928.24 2.17123e-05 0.000856806 0.000143267 633.828 5052.12 578.168 6 6 3 0.809636 4.41854e-11 0.00456311
2.66 123.619 2.65104 1928.25 2.16797e-05 0.000856997 0.000143268 635.724 5087.74 579.899 5 6 3 0.88058 9.82602e-11 0.0125938
2.67 123.614 2.66823 1928.26 2.16485e-05 0.000856888 0.000143231 637.619 5111.08 581.631 5 4 3 0.591978 3.56082e-11 0.00567333
2.68 123.61 2.68506 1928.26 2.16184e-05 0.000856498 0.000143157 639.514 5136.22 583.362 5 5 3 0.709593 7.66034e-11 0.0143544
2.69 123.605 2.70175 1928.26 2.15894e-05 0.000855848 0.000143051 641.409 5164.02 585.092 5 4 3 0.607425 8.45298e-11 0.0164331
2.7 123.601 2.71768 1928.26 2.15609e-05 0.000854965 0.000142918 643.305 5198.85 586.822 5 3 3 0.602383 6.40061e-11 0.0116167
2.71 123.597 2.73278 1928.26 2.15329e-05 0.000853877 0.000142761 645.2 5237.13 588.552 5 5 3 0.600758 4.59079e-11 0.00744303
2.72 123.592 2.74727 1928.27 2.1505e-05 0.000852614 0.000142585 647.096 5265.75 590.282 5 4 3 0.600256 5.4322e-11 0.00802532
2.73 123.588 2.76061 1928.27 2.14777e-05 0.000851209 0.000142396 648.992 5302.27 592.013 5 15 3 0.600078 8.36877e-11 0.0111535
2.74 123.584 2.77298 1928.27 2.1451e-05 0.000849697 0.000142199 651.644 5368.67 594.437 7 4 3 0.708448 4.54207e-11 0.00565442
2.75 123.58 2.78389 1928.27 2.14252e-05 0.00084811 0.000141997 654.298 5407.13 596.857 7 5 3 0.726754 4.07629e-11 0.00474796
2.76 123.576 2.79372 1928.27 2.14005e-05 0.000846484 0.000141797 656.951 5450.03 599.275 7 3 3 0.742212 3.74515e-11 0.00429552
2.77 123.573 2.80244 1928.27 2.13771e-05 0.000844852 0.000141602 659.605 5485.09 601.695 7 5 3 0.755398 3.39784e-11 0.00390555
2.78 123.569 2.80954 1928.28 2.13549e-05 0.000843248 0.000141418 662.26 5548.89 604.122 7 16 3 0.766601 2.98581e-11 0.00338586
2.79 123.565 2.81552 1928.28 2.13339e-05 0.000841702 0.000141247 664.912 5603.11 606.542 7 3 3 0.77678 2.54862e-11 0.00298289
2.8 123.562 2.8202 1928.28 2.13137e-05 0.000840244 0.000141093 667.565 5654.59 608.961 7 4 3 0.786278 2.04006e-11 0.00245844
2.81 123.559 2.82362 1928.28 2.12943e-05 0.000838901 0.00014096 670.218 5699.09 611.38 7 3 3 0.795946 1.46915e-11 0.00183284
2.82 123.555 2.82595 1928.29 2.12751e-05 0.000837696 0.000140849 672.871 5747.96 613.799 7 9 3 0.807512 8.42645e-12 0.00109659
2.83 123.552 2.82724 1928.29 2.12563e-05 0.000836651 0.000140764 675.144 5855.18 615.872 6 8 3 0.798875 7.02244e-11 0.00944349
2.84 123.549 2.82761 1928.29 2.12375e-05 0.000835782 0.000140705 677.417 5887.48 617.946 6 4 3 0.765568 3.16743e-11 0.00434007
2.85 123.546 2.82717 1928.3 2.1219e-05 0.000835103 0.000140673 679.693 5921.39 620.019 6 3 3 0.714383 1.98169e-11 0.0027185
2.86 123.543 2.82616 1928.3 2.12006e-05 0.000834621 0.000140668 681.588 5941.29 621.747 5 4 3 0.829537 6.02147e-11 0.00807744
2.87 123.541 2.82482 1928.3 2.11825e-05 0.000834343 0.00014069 683.862 5991.81 623.821 6 18 3 0.804114 1.66359e-11 0.00212472
2.88 123.538 2.82304 1928.31 2.11645e-05 0.000834266 0.000140737 686.135 6033.56 625.894 6 8 3 0.791762 2.7194e-11 0.00327509
2.89 123.535 2.8212 1928.31 2.1147e-05 0.000834387 0.000140809 688.408 6062.26 627.968 6 5 3 0.789712 4.3237e-11 0.00485981
2.9 123.533 2.81951 1928.31 2.11298e-05 0.000834697 0.000140903 690.681 6104.95 630.042 6 3 3 0.787423 5.99106e-11 0.00626953
2.91 123.53 2.81797 1928.31 2.11128e-05 0.000835182 0.000141017 692.955 6167.66 632.116 6 17 3 0.78317 6.59972e-11 0.00650289
2.92 123.528 2.81689 1928.31 2.10961e-05 0.000835826 0.000141146 695.228 6263.38 634.189 6 34 3 0.776527 6.38826e-11 0.0059453
2.93 123.525 2.81637 1928.31 2.10796e-05 0.000836608 0.00014129 697.502 6307.85 636.262 6 9 3 0.768205 5.72714e-11 0.0050998
2.94 123.523 2.81651 1928.31 2.10633e-05 0.000837505 0.000141442 699.775 6340.11 638.339 6 5 3 0.758663 4.89232e-11 0.00422305
2.95 123.521 2.81745 1928.31 2.10472e-05 0.00083849 0.000141601 702.049 6372.31 640.413 6 9 3 0.74872 4.08646e-11 0.00346098
2.96 123.518 2.81926 1928.31 2.10313e-05 0.000839537 0.000141762 704.323 6423.68 642.487 6 20 3 0.740664 3.4872e-11 0.00294207
2.97 123.516 2.82207 1928.31 2.10158e-05 0.000840617 0.000141921 706.218 6474.91 644.214 5 5 3 0.598014 8.35965e-11 0.0071316
2.98 123.514 2.8257 1928.31 2.10006e-05 0.0008417 0.000142074 708.112 6513.08 645.943 5 6 3 0.596785 6.89544e-11 0.00608426
2.99 123.512 2.83036 1928.31 2.0986e-05 0.000842759 0.000142218 710.007 6547.72 647.67 5 7 3 0.595781 6.21995e-11 0.00572543
3 123.51 2.83605 1928.31 2.09717e-05 0.000843766 0.000142349 711.901 6605.94 649.397 5 12 3 0.595082 6.36785e-11 0.00622345
3.01 123.508 2.84254 1928.3 2.09581e-05 0.000844694 0.000142465 713.796 6638.99 651.124 5 15 3 0.594866 6.9482e-11 0.00744124
3.02 123.506 2.84997 1928.3 2.0945e-05 0.000845519 0.000142562 715.691 6692.94 652.853 5 4 3 0.595173 7.70213e-11 0.00915769
3.03 123.504 2.85817 1928.3 2.09325e-05 0.000846221 0.000142639 717.585 6726.74 654.58 5 4 3 0.597108 8.29834e-11 0.0113272
3.04 123.502 2.86705 1928.3 2.09205e-05 0.00084678 0.000142693 719.479 6815.54 656.307 5 17 3 0.604259 8.57248e-11 0.0139222
3.05 123.5 2.87654 1928.29 2.09091e-05 0.000847183 0.000142723 721.373 6898.19 658.034 5 5 3 0.636506 8.54331e-11 0.0171365
3.06 123.498 2.88648 1928.29 2.08982e-05 0.000847419 0.000142729 723.267 6944.31 659.762 5 6 3 0.790151 7.8269e-11 0.0203142
3.07 123.497 2.89682 1928.28 2.08879e-05 0.00084748 0.00014271 725.162 6973.81 661.49 5 7 3 0.816854 2.92285e-11 0.00995959
3.08 123.495 2.90736 1928.28 2.0878e-05 0.000847362 0.000142666 727.435 7035.77 663.562 6 8 3 0.791776 2.91986e-11 0.0116839
3.09 123.493 2.91796 1928.28 2.08687e-05 0.000847068 0.000142599 729.709 7119.49 665.635 6 43 3 0.787347 4.48346e-11 0.0158765
3.1 123.491 2.92854 1928.27 2.08598e-05 0.0008466 0.00014251 731.983 7190.05 667.709 6 5 3 0.770335 4.19691e-11 0.0116162
3.11 123.49 2.93892 1928.27 2.08515e-05 0.000845967 0.0001424 734.258 7253.65 669.782 6 13 3 0.752998 3.73249e-11 0.00811192
3.12 123.488 2.94893 1928.26 2.08435e-05 0.000845179 0.000142271 736.153 7314.64 671.51 5 14 3 0.602924 9.14063e-11 0.0163433
3.13 123.487 2.9586 1928.26 2.08361e-05 0.000844252 0.000142126 738.048 7376.53 673.236 5 13 3 0.601251 7.93818e-11 0.0122497
3.14 123.485 2.96774 1928.25 2.08289e-05 0.0008432 0.000141968 739.942 7461.71 674.965 5 9 3 0.600099 7.00251e-11 0.00960798
3.15 123.483 2.97624 1928.25 2.08221e-05 0.000842043 0.000141799 741.837 7514.69 676.692 5 33 3 0.599324 6.65991e-11 0.00833291
3.16 123.482 2.98409 1928.25 2.08154e-05 0.000840802 0.000141623 743.732 7644.2 678.421 5 35 3 0.598862 6.99259e-11 0.00820905
3.17 123.481 2.99114 1928.24 2.0809e-05 0.000839497 0.000141443 745.627 7697.27 680.149 5 17 3 0.598578 7.968e-11 0.00892275
3.18 123.479 2.99737 1928.24 2.08027e-05 0.000838152 0.000141261 747.52 7797.51 681.875 5 50 3 0.598492 9.33252e-11 0.0101671
3.19 123.478 3.00284 1928.23 2.07965e-05 0.000836788 0.000141081 750.172 7992.43 684.293 7 14 3 0.699515 3.3094e-11 0.00356847
3.2 123.476 3.0071 1928.23 2.07903e-05 0.000835429 0.000140907 752.824 8133.07 686.711 7 3 3 0.71499 3.10906e-11 0.00329648
3.21 123.475 3.01071 1928.22 2.07842e-05 0.000834096 0.00014074 755.477 8265.68 689.13 7 42 3 0.729445 2.90475e-11 0.0031942
3.22 123.474 3.01361 1928.22 2.07779e-05 0.000832809 0.000140583 758.131 8424.52 691.55 7 15 3 0.742775 2.62782e-11 0.00302176
3.23 123.473 3.01534 1928.22 2.07717e-05 0.00083159 0.000140439 760.785 8595.64 693.969 7 10 3 0.75471 2.28566e-11 0.00269303
3.24 123.471 3.01646 1928.21 2.07652e-05 0.000830455 0.00014031 763.438 8714.11 696.387 7 40 3 0.765997 1.95308e-11 0.00247937
3.25 123.47 3.01679 1928.21 2.07587e-05 0.00082942 0.000140197 766.091 8949.91 698.806 7 50 3 0.776603 1.58422e-11 0.00215658
3.26 123.469 3.01638 1928.2 2.0752e-05 0.0008285 0.000140102 768.743 9203.83 701.225 7 38 3 0.786976 1.19603e-11 0.00176154
3.27 123.468 3.01545 1928.2 2.07451e-05 0.000827703 0.000140025 771.017 9388.81 703.298 6 37 3 0.84028 8.33514e-11 0.013493
3.28 123.467 3.01399 1928.2 2.07379e-05 0.00082704 0.000139968 773.291 9558.74 705.372 6 41 3 0.818291 5.83937e-11 0.0103545
3.29 123.466 3.01203 1928.19 2.07305e-05 0.000826515 0.000139929 775.565 9654.11 707.445 6 4 3 0.792593 2.86134e-11 0.00551173
3.3 123.465 3.00978 1928.19 2.07229e-05 0.000826131 0.000139909 777.836 9830.61 709.516 6 19 3 0.756619 1.26976e-11 0.00263219
3.31 123.464 3.00738 1928.18 2.07151e-05 0.000825888 0.000139908 779.728 9917.72 711.241 5 14 3 0.825852 4.22266e-11 0.00914673
3.32 123.463 3.00492 1928.18 2.07069e-05 0.000825782 0.000139923 781.62 10055.9 712.965 5 18 3 0.823167 5.14497e-11 0.0112398
3.33 123.462 3.00238 1928.18 2.06986e-05 0.000825807 0.000139954 783.889 10258.9 715.035 6 50 3 0.804879 1.15564e-11 0.00247381
3.34 123.461 2.99998 1928.17 2.069e-05 0.000825954 0.00014 786.159 10399.8 717.105 6 42 3 0.793204 2.30216e-11 0.00475057
3.35 123.46 2.99787 1928.17 2.06813e-05 0.000826213 0.000140057 788.444 10526.2 719.175 6 16 3 0.786611 3.06468e-11 0.00601553
3.36 123.459 2.99602 1928.17 2.06722e-05 0.000826571 0.000140124 790.335 10744.8 720.899 5 50 3 0.618322 9.17555e-11 0.0172624
3.37 123.458 2.99455 1928.16 2.06631e-05 0.000827013 0.000140199 792.226 10950.5 722.625 5 50 3 0.60838 7.77342e-11 0.0140917
3.38 123.457 2.99362 1928.16 2.06537e-05 0.000827522 0.000140279 794.12 11169.6 724.353 5 50 3 0.60284 6.2354e-11 0.0110199
3.39 123.456 2.99322 1928.15 2.06443e-05 0.000828081 0.000140362 796.012 11335.9 726.078 5 33 3 0.599678 4.75834e-11 0.00835515
3.4 123.455 2.99335 1928.15 2.06347e-05 0.000828672 0.000140445 797.903 11497 727.803 5 50 3 0.597817 3.59475e-11 0.00637035
3.41 123.455 2.99413 1928.15 2.0625e-05 0.000829276 0.000140526 799.796 11665.5 729.531 5 30 3 0.596679 3.09678e-11 0.00561787
3.42 123.454 2.99552 1928.14 2.06153e-05 0.000829874 0.000140602 801.69 11884.6 731.259 5 50 3 0.596231 3.472e-11 0.00659787
3.43 123.453 2.99754 1928.14 2.06055e-05 0.00083045 0.000140671 803.585 12051.3 732.987 5 14 3 0.596522 4.36109e-11 0.0088691
3.44 123.452 3.00018 1928.14 2.05958e-05 0.000830984 0.000140732 805.478 12238.1 734.713 5 50 3 0.597977 5.36257e-11 0.0119461
3.45 123.452 3.0034 1928.13 2.05861e-05 0.000831462 0.000140782 807.372 12440.4 736.44 5 31 3 0.601935 6.2648e-11 0.0157441
3.46 123.451 3.00718 1928.13 2.05765e-05 0.00083187 0.000140819 809.28 12659.4 738.168 5 50 3 0.612578 6.96479e-11 0.0203693
3.47 123.45 3.01145 1928.13 2.0567e-05 0.000832193 0.000140844 811.174 12878.3 739.894 5 50 3 0.646261 7.44387e-11 0.0261838
3.48 123.449 3.01614 1928.12 2.05576e-05 0.000832423 0.000140853 813.068 13097.3 741.62 5 50 3 0.752729 7.04864e-11 0.030472
3.49 123.449 3.02125 1928.12 2.05484e-05 0.00083255 0.000140848 814.962 13316.3 743.347 5 50 3 0.831231 2.16422e-11 0.0111368
