# simTime drag lift presDiff dispAx dispAy aleNorm aleTime flowTime beamTime couplingIter flowIter beamIter omega resAbs resRel
3.5 123.448 3.02667 1928.11 2.05393e-05 0.000832568 0.000140827 816.836 13495.6 745.055 5 17 3 0.752687 9.18711e-11 0.0489377
3.51 123.447 3.03228 1928.11 2.05306e-05 0.000832474 0.00014079 819.049 13742.3 747.074 6 39 3 0.787252 2.83284e-11 0.0128806
3.52 123.447 3.03788 1928.11 2.0522e-05 0.000832268 0.000140739 821.261 13998.2 749.091 6 50 3 0.784142 3.40854e-11 0.0123216
3.53 123.446 3.04358 1928.1 2.05137e-05 0.00083195 0.000140673 823.105 14211.7 750.772 5 50 3 0.613786 9.85312e-11 0.0291587
3.54 123.445 3.04931 1928.1 2.05056e-05 0.000831524 0.000140594 824.949 14368.2 752.453 5 50 3 0.60817 9.18204e-11 0.0227565
3.55 123.445 3.05477 1928.1 2.04979e-05 0.000830996 0.000140503 826.794 14581.6 754.135 5 50 3 0.604471 8.26502e-11 0.0174801
3.56 123.444 3.06004 1928.09 2.04904e-05 0.000830374 0.000140401 828.638 14793.3 755.816 5 48 3 0.602225 7.36543e-11 0.013888
3.57 123.443 3.06505 1928.09 2.04833e-05 0.000829669 0.000140289 830.482 15006.7 757.497 5 50 3 0.600739 6.5287e-11 0.0112038
3.58 123.443 3.06965 1928.09 2.04763e-05 0.000828892 0.000140171 832.327 15212.3 759.177 5 50 3 0.599625 5.79616e-11 0.00919826
3.59 123.442 3.07384 1928.08 2.04697e-05 0.000828055 0.000140047 834.171 15413.1 760.858 5 50 3 0.598857 5.31376e-11 0.00798682
3.6 123.442 3.07755 1928.08 2.04634e-05 0.000827173 0.000139921 836.015 15591 762.539 5 50 3 0.598305 5.18656e-11 0.00749593
3.61 123.441 3.08074 1928.08 2.04573e-05 0.00082626 0.000139793 837.859 15804.6 764.219 5 50 3 0.597929 5.4416e-11 0.00767656
3.62 123.441 3.08339 1928.08 2.04513e-05 0.00082533 0.000139666 839.704 16000.3 765.902 5 50 3 0.597722 5.99869e-11 0.00839132
3.63 123.44 3.08547 1928.07 2.04457e-05 0.0008244 0.000139542 841.606 16218.3 767.632 5 50 3 0.597664 6.73745e-11 0.00947028
3.64 123.44 3.08698 1928.07 2.04401e-05 0.000823483 0.000139422 843.717 16423.5 769.559 5 50 3 0.597774 7.54109e-11 0.0107981
3.65 123.439 3.08792 1928.07 2.04348e-05 0.000822595 0.000139309 845.828 16660.4 771.488 5 50 3 0.598087 8.32214e-11 0.0123043
3.66 123.439 3.08831 1928.07 2.04294e-05 0.000821747 0.000139205 847.945 16867.9 773.418 5 40 3 0.598664 9.01678e-11 0.0139462
3.67 123.438 3.08818 1928.06 2.04242e-05 0.000820953 0.000139109 850.058 17112.6 775.346 5 50 3 0.599626 9.57669e-11 0.0157038
3.68 123.438 3.08755 1928.06 2.04189e-05 0.000820224 0.000139025 852.171 17357 777.271 5 50 3 0.601194 9.96411e-11 0.0175537
3.69 123.437 3.08654 1928.06 2.04137e-05 0.000819568 0.000138952 854.702 17617.9 779.583 6 50 3 0.886803 7.06605e-11 0.0135487
3.7 123.437 3.08497 1928.06 2.04083e-05 0.000818994 0.000138891 857.238 17911.4 781.9 6 50 3 0.867311 6.20635e-11 0.0129246
3.71 123.436 3.08312 1928.05 2.04029e-05 0.000818508 0.000138843 859.348 18155.8 783.826 5 50 3 0.617077 9.77299e-11 0.0229366
3.72 123.436 3.08123 1928.05 2.03973e-05 0.000818113 0.000138808 861.457 18399.8 785.752 5 50 3 0.638914 9.31457e-11 0.0250065
3.73 123.436 3.07889 1928.05 2.03915e-05 0.000817811 0.000138785 863.569 18635.4 787.68 5 50 3 0.687231 8.46962e-11 0.0248
3.74 123.435 3.07642 1928.05 2.03855e-05 0.000817604 0.000138775 865.681 18879.9 789.607 5 50 3 0.788434 6.52418e-11 0.0214194
3.75 123.435 3.07399 1928.04 2.03792e-05 0.000817489 0.000138776 867.792 19124.5 791.532 5 50 3 0.825976 2.18956e-11 0.00783671
3.76 123.435 3.07148 1928.04 2.03726e-05 0.000817462 0.000138788 869.902 19369.3 793.457 5 50 3 0.809687 2.75805e-11 0.0102538
3.77 123.434 3.06911 1928.04 2.03658e-05 0.000817518 0.000138809 872.012 19576.7 794.741 5 50 2 0.777933 6.01395e-11 0.0223629
3.78 123.434 3.06686 1928.04 2.03585e-05 0.00081765 0.000138839 874.123 19821 796.028 5 50 2 0.663277 5.63504e-11 0.0204027
3.79 123.433 3.06483 1928.04 2.03508e-05 0.00081785 0.000138876 876.235 20065.3 797.312 5 50 2 0.622139 4.96082e-11 0.01728
3.8 123.433 3.06309 1928.04 2.03428e-05 0.000818108 0.000138919 878.345 20309.8 798.596 5 50 2 0.608038 4.12847e-11 0.0137709
3.81 123.433 3.06163 1928.03 2.03343e-05 0.000818415 0.000138966 880.431 20506.6 799.865 5 50 2 0.60206 3.19363e-11 0.0103545
3.82 123.432 3.06053 1928.03 2.03254e-05 0.000818757 0.000139015 882.508 20746 801.752 5 50 3 0.59904 2.30558e-11 0.00732742
3.83 123.432 3.05981 1928.03 2.0316e-05 0.000819124 0.000139064 884.584 20936.8 803.642 5 50 3 0.59748 1.76294e-11 0.00557938
3.84 123.432 3.05949 1928.03 2.03062e-05 0.000819504 0.000139113 886.638 21162.2 805.51 5 50 3 0.596861 1.92159e-11 0.00617381
3.85 123.432 3.05959 1928.03 2.02959e-05 0.000819884 0.00013916 888.673 21398.2 807.368 5 50 3 0.597046 2.60259e-11 0.00863474
3.86 123.431 3.06011 1928.02 2.02851e-05 0.000820253 0.000139202 890.711 21570.2 809.234 5 50 3 0.598295 3.41944e-11 0.0119462
3.87 123.431 3.06104 1928.02 2.02738e-05 0.000820599 0.000139239 892.75 21698.1 811.098 5 35 3 0.601444 4.18721e-11 0.0156993
3.88 123.431 3.06238 1928.02 2.02619e-05 0.000820912 0.00013927 894.791 21783.4 812.962 5 13 3 0.609005 4.81047e-11 0.0196693
3.89 123.43 3.06409 1928.02 2.02496e-05 0.000821182 0.000139293 896.836 21884.8 814.824 5 50 3 0.629867 5.22914e-11 0.0235569
3.9 123.43 3.06615 1928.02 2.02368e-05 0.000821401 0.000139307 898.877 21992.9 816.682 5 14 3 0.699621 5.41495e-11 0.0267318
3.91 123.43 3.06853 1928.02 2.02234e-05 0.00082156 0.000139313 900.924 22063.5 818.544 5 11 3 0.825291 3.35921e-11 0.0176097
3.92 123.429 3.07121 1928.01 2.02095e-05 0.000821655 0.000139309 902.964 22131.2 820.406 5 8 3 0.823723 1.52503e-11 0.00800928
3.93 123.429 3.07408 1928.01 2.01952e-05 0.000821681 0.000139295 904.999 22174.3 822.266 5 12 3 0.798038 5.28089e-11 0.0258443
3.94 123.429 3.07713 1928.01 2.01802e-05 0.000821635 0.000139271 907.039 22243.9 824.126 5 7 3 0.685915 6.67069e-11 0.028848
3.95 123.429 3.08029 1928.01 2.01648e-05 0.000821516 0.000139237 909.078 22280.5 825.987 5 7 3 0.638194 6.8528e-11 0.0257709
3.96 123.428 3.08346 1928.01 2.01489e-05 0.000821323 0.000139194 911.122 22338.7 827.726 5 22 3 0.619666 6.75619e-11 0.0220772
3.97 123.428 3.08664 1928.01 2.01325e-05 0.00082106 0.000139142 913.158 22384.7 829.459 5 21 3 0.610993 6.4822e-11 0.0187211
3.98 123.428 3.08977 1928 2.01156e-05 0.00082073 0.000139081 915.196 22440.9 830.702 5 4 2 0.606123 6.06949e-11 0.015706
3.99 123.428 3.09277 1928 2.00982e-05 0.000820337 0.000139014 917.238 22476.4 832.437 5 6 3 0.603065 5.5648e-11 0.0131017
4 123.427 3.0956 1928 2.00804e-05 0.000819887 0.000138941 919.28 22537.3 834.171 5 5 3 0.601018 5.01983e-11 0.0109376
4.01 123.427 3.09823 1928 2.00622e-05 0.000819387 0.000138862 921.317 22573.7 836.029 5 8 3 0.599563 4.48579e-11 0.00917536
4.02 123.427 3.10059 1928 2.00435e-05 0.000818846 0.00013878 923.357 22633.8 837.889 5 10 3 0.598496 4.02607e-11 0.00783963
4.03 123.427 3.10266 1928 2.00244e-05 0.000818273 0.000138695 925.393 22687.2 839.75 5 13 3 0.597697 3.70968e-11 0.00696911
4.04 123.427 3.10441 1927.99 2.0005e-05 0.000817676 0.000138609 927.43 22724.6 841.609 5 7 3 0.597091 3.59345e-11 0.00659314
4.05 123.426 3.10581 1927.99 1.99852e-05 0.000817066 0.000138524 929.467 22759.1 843.471 5 11 3 0.596639 3.69031e-11 0.00669193
4.06 123.426 3.10685 1927.99 1.9965e-05 0.000816452 0.00013844 931.503 22783.4 845.331 5 3 3 0.596317 3.95914e-11 0.00717649
4.07 123.426 3.10753 1927.99 1.99446e-05 0.000815844 0.000138359 933.538 22821.7 847.188 5 7 3 0.596116 4.329e-11 0.0079293
4.08 123.426 3.10784 1927.99 1.99238e-05 0.000815252 0.000138282 935.575 22840.3 849.047 5 3 3 0.596044 4.72884e-11 0.00884504
4.09 123.426 3.10779 1927.99 1.99029e-05 0.000814684 0.000138209 937.615 22880.6 850.91 5 7 3 0.596127 5.10102e-11 0.00984179
4.1 123.425 3.1074 1927.99 1.98816e-05 0.000814149 0.000138143 939.655 22908.7 852.77 5 12 3 0.596427 5.40073e-11 0.0108518
4.11 123.425 3.10668 1927.99 1.98603e-05 0.000813655 0.000138084 941.692 22948 854.629 5 15 3 0.597077 5.59251e-11 0.0118079
4.12 123.425 3.10567 1927.99 1.98387e-05 0.000813208 0.000138032 943.732 22967.6 856.487 5 5 3 0.598381 5.64663e-11 0.0126281
4.13 123.425 3.10439 1927.98 1.9817e-05 0.000812813 0.000137989 945.771 22991.8 858.347 5 8 3 0.601131 5.53837e-11 0.0132065
4.14 123.425 3.1029 1927.98 1.97953e-05 0.000812475 0.000137953 947.81 23016.1 860.21 5 6 3 0.607844 5.25759e-11 0.0134287
4.15 123.425 3.10121 1927.98 1.97735e-05 0.000812196 0.000137926 949.848 23064.8 862.07 5 8 3 0.629458 4.87882e-11 0.013371
4.16 123.424 3.0994 1927.98 1.97517e-05 0.00081198 0.000137908 951.887 23116.5 863.933 5 11 3 0.734329 5.05572e-11 0.0148375
4.17 123.424 3.09747 1927.98 1.973e-05 0.000811825 0.000137897 953.923 23153.9 865.791 5 12 3 0.859022 3.96633e-11 0.0123867
4.18 123.424 3.0955 1927.98 1.97083e-05 0.000811732 0.000137895 955.552 23195.8 867.277 4 19 3 0.742526 8.99172e-11 0.0295991
4.19 123.424 3.09362 1927.98 1.96868e-05 0.000811698 0.000137899 957.187 23230.2 868.641 4 3 3 0.818408 5.83266e-11 0.0199886
4.2 123.424 3.09152 1927.98 1.96654e-05 0.00081172 0.000137911 959.222 23251.6 870.377 5 3 3 0.613787 1.23938e-11 0.00433174
4.21 123.424 3.0898 1927.98 1.96443e-05 0.000811794 0.000137928 960.851 23306.7 871.369 4 14 2 0.628367 9.56172e-11 0.03381
4.22 123.424 3.08799 1927.98 1.96234e-05 0.000811914 0.00013795 962.486 23331.8 872.363 4 7 2 0.61568 6.93264e-11 0.0245695
4.23 123.423 3.08654 1927.98 1.96028e-05 0.000812075 0.000137976 964.523 23364.5 873.605 5 3 2 0.614398 1.76979e-11 0.00619656
4.24 123.423 3.08539 1927.97 1.95826e-05 0.00081227 0.000138006 966.562 23412.1 875.339 5 14 3 0.593524 1.51297e-11 0.00527012
4.25 123.423 3.08407 1927.97 1.95627e-05 0.000812491 0.000138037 968.602 23462.6 877.076 5 5 3 0.590222 1.26055e-11 0.00455604
4.26 123.423 3.08335 1927.97 1.95433e-05 0.000812731 0.000138069 970.646 23517 878.816 5 3 3 0.589459 1.25408e-11 0.00439987
4.27 123.423 3.08277 1927.97 1.95243e-05 0.000812981 0.000138101 972.682 23555.4 880.673 5 11 3 0.589825 1.44437e-11 0.00525042
4.28 123.423 3.08244 1927.97 1.95057e-05 0.000813234 0.000138131 974.718 23589 882.533 5 5 3 0.590883 1.80857e-11 0.00679697
4.29 123.423 3.08246 1927.97 1.94878e-05 0.000813483 0.000138159 976.761 23645.1 884.396 5 9 3 0.593092 2.22535e-11 0.00861643
4.3 123.423 3.08271 1927.97 1.94703e-05 0.000813718 0.000138184 978.808 23710.6 886.256 5 11 3 0.598793 2.58891e-11 0.0106266
4.31 123.422 3.08324 1927.97 1.94534e-05 0.000813934 0.000138205 980.852 23754.6 888.115 5 7 3 0.614474 2.8832e-11 0.0125548
4.32 123.422 3.08405 1927.97 1.9437e-05 0.000814124 0.000138222 982.888 23783.5 889.973 5 4 3 0.672426 3.2564e-11 0.0151409
4.33 123.422 3.0851 1927.97 1.94213e-05 0.000814282 0.000138233 984.517 23803 891.463 4 6 3 0.657159 8.8849e-11 0.0442755
4.34 123.422 3.0864 1927.97 1.94062e-05 0.000814403 0.000138238 986.147 23845.8 892.95 4 5 3 0.731724 8.75527e-11 0.0459098
4.35 123.422 3.08776 1927.97 1.93917e-05 0.000814482 0.000138237 987.775 23903.7 894.44 4 9 3 0.832508 8.9205e-11 0.049221
4.36 123.422 3.08944 1927.97 1.93777e-05 0.000814517 0.000138229 989.815 23984.4 896.299 5 9 3 0.783165 1.83029e-11 0.0101762
4.37 123.422 3.09117 1927.96 1.93645e-05 0.000814506 0.000138215 991.861 24066.1 898.037 5 22 3 0.757485 4.14191e-11 0.0221757
4.38 123.422 3.09293 1927.96 1.93517e-05 0.000814447 0.000138195 993.897 24141.9 899.774 5 23 3 0.659933 4.45383e-11 0.0222542
4.39 123.422 3.09487 1927.96 1.93397e-05 0.00081434 0.000138169 995.932 24197.1 901.014 5 19 2 0.629199 4.60225e-11 0.0215644
4.4 123.421 3.09671 1927.96 1.93282e-05 0.000814186 0.000138136 997.976 24296.6 902.255 5 20 2 0.615214 4.52374e-11 0.0191552
4.41 123.421 3.09856 1927.96 1.93173e-05 0.000813987 0.000138098 1000.02 24344.5 903.498 5 14 2 0.608741 4.34021e-11 0.0170002
4.42 123.421 3.10036 1927.96 1.93069e-05 0.000813747 0.000138056 1002.06 24456.7 904.742 5 23 2 0.604911 4.05035e-11 0.0147254
4.43 123.421 3.10205 1927.96 1.92971e-05 0.000813468 0.000138009 1004.09 24615.9 905.985 5 10 2 0.60237 3.68903e-11 0.0124954
4.44 123.421 3.10362 1927.96 1.92878e-05 0.000813155 0.000137958 1006.13 24729.2 907.227 5 34 2 0.600678 3.30868e-11 0.0106312
4.45 123.421 3.10504 1927.96 1.92791e-05 0.000812813 0.000137905 1008.18 24918.1 908.97 5 48 3 0.599443 2.93936e-11 0.00903921
4.46 123.421 3.10627 1927.96 1.92707e-05 0.000812448 0.00013785 1010.21 25054.1 910.827 5 6 3 0.598531 2.62789e-11 0.00782681
4.47 123.421 3.1073 1927.96 1.92629e-05 0.000812067 0.000137794 1012.25 25209.6 912.686 5 50 3 0.597864 2.42002e-11 0.00707388
4.48 123.421 3.10811 1927.96 1.92555e-05 0.000811674 0.000137739 1014.29 25434.9 914.546 5 50 3 0.597368 2.35238e-11 0.00682248
4.49 123.421 3.10869 1927.96 1.92484e-05 0.000811277 0.000137683 1016.33 25630.1 916.407 5 50 3 0.597027 2.42676e-11 0.00706909
4.5 123.421 3.10904 1927.96 1.92417e-05 0.000810882 0.00013763 1018.37 25860.3 918.267 5 50 3 0.596824 2.61063e-11 0.00773056
4.51 123.42 3.10915 1927.96 1.92354e-05 0.000810496 0.000137579 1020.41 26085.6 920.132 5 50 3 0.596761 2.85512e-11 0.00869637
4.52 123.42 3.10902 1927.96 1.92294e-05 0.000810123 0.000137531 1022.45 26320.9 921.988 5 50 3 0.596861 3.11399e-11 0.00987802
4.53 123.42 3.10867 1927.95 1.92237e-05 0.000809771 0.000137487 1024.5 26556.4 923.846 5 50 3 0.597169 3.3518e-11 0.0112126
4.54 123.42 3.10811 1927.95 1.92182e-05 0.000809444 0.000137447 1026.54 26792 925.711 5 50 3 0.597774 3.54237e-11 0.0126592
4.55 123.42 3.10734 1927.95 1.9213e-05 0.000809147 0.000137412 1028.58 27027.3 927.574 5 50 3 0.598855 3.66611e-11 0.0141847
4.56 123.42 3.10641 1927.95 1.9208e-05 0.000808883 0.000137382 1030.62 27263.1 929.434 5 50 3 0.600777 3.70768e-11 0.0157454
4.57 123.42 3.10532 1927.95 1.92033e-05 0.000808655 0.000137358 1032.66 27498.5 931.295 5 50 3 0.604388 3.65469e-11 0.0172697
4.58 123.42 3.1041 1927.95 1.91986e-05 0.000808467 0.000137339 1034.7 27734.4 933.159 5 50 3 0.611964 3.49871e-11 0.0186362
4.59 123.42 3.10279 1927.95 1.91943e-05 0.000808318 0.000137326 1036.73 27970 934.898 5 50 3 0.630945 3.24723e-11 0.0197045
4.6 123.42 3.10141 1927.95 1.919e-05 0.000808211 0.000137318 1038.78 28206.2 936.139 5 50 2 0.689767 2.9604e-11 0.0205698
4.61 123.42 3.09997 1927.95 1.91859e-05 0.000808144 0.000137315 1040.4 28394.9 937.131 4 50 2 0.709313 8.61908e-11 0.0682263
4.62 123.42 3.09848 1927.95 1.91819e-05 0.000808117 0.000137317 1042.04 28583.3 938.124 4 50 2 0.831135 7.80406e-11 0.0672948
4.63 123.42 3.09713 1927.95 1.91781e-05 0.000808127 0.000137324 1043.67 28771.9 939.118 4 50 2 0.688942 6.55615e-11 0.0626411
4.64 123.42 3.0958 1927.95 1.91744e-05 0.000808172 0.000137335 1045.3 28960.1 940.112 4 50 2 0.628979 8.75702e-11 0.0848274
4.65 123.42 3.09468 1927.95 1.91709e-05 0.000808249 0.000137349 1047.33 29194.8 941.35 5 50 2 0.624842 1.88533e-11 0.017025
4.66 123.42 3.09336 1927.95 1.91675e-05 0.000808354 0.000137366 1049.37 29429.3 942.59 5 50 2 0.608821 1.62899e-11 0.0158601
4.67 123.42 3.09225 1927.95 1.91642e-05 0.000808482 0.000137386 1051.4 29664.2 943.829 5 50 2 0.602302 1.22698e-11 0.0111093
4.68 123.42 3.09155 1927.95 1.91611e-05 0.000808629 0.000137407 1053.43 29898.8 945.067 5 50 2 0.598849 8.71089e-12 0.00688066
4.69 123.419 3.09072 1927.95 1.91581e-05 0.000808791 0.000137428 1055.46 30133.4 946.306 5 50 2 0.598768 6.56669e-12 0.00577152
4.7 123.419 3.09021 1927.95 1.91552e-05 0.00080896 0.00013745 1057.52 30370.8 947.557 5 50 2 0.598064 8.93402e-12 0.00740376
4.71 123.419 3.08987 1927.95 1.91524e-05 0.000809134 0.000137471 1059.58 30609 948.814 5 50 2 0.598629 1.27966e-11 0.0108558
4.72 123.419 3.08967 1927.95 1.91498e-05 0.000809305 0.000137491 1061.64 30847 950.068 5 50 2 0.600399 1.70951e-11 0.0156314
4.73 123.419 3.0897 1927.95 1.91474e-05 0.00080947 0.000137509 1063.7 31084.9 951.322 5 50 2 0.603197 2.11695e-11 0.0202846
4.74 123.419 3.0899 1927.95 1.91451e-05 0.000809623 0.000137524 1065.76 31323.3 952.579 5 50 2 0.609233 2.49115e-11 0.0266257
4.75 123.419 3.09027 1927.95 1.91429e-05 0.00080976 0.000137537 1067.82 31561.9 953.836 5 50 2 0.6217 2.80659e-11 0.0341203
4.76 123.419 3.0908 1927.95 1.91409e-05 0.000809877 0.000137546 1069.88 31800.4 955.09 5 50 2 0.650777 3.03527e-11 0.0423517
4.77 123.419 3.09148 1927.95 1.91391e-05 0.00080997 0.000137551 1071.95 32039 956.346 5 50 2 0.72306 3.00549e-11 0.0484575
4.78 123.419 3.0923 1927.95 1.91373e-05 0.000810037 0.000137552 1074.01 32277.9 957.601 5 50 2 0.818568 1.53216e-11 0.0266586
4.79 123.419 3.09326 1927.95 1.91358e-05 0.000810076 0.000137549 1076.07 32516.3 958.854 5 50 2 0.820363 1.6417e-11 0.027402
4.8 123.419 3.09431 1927.95 1.91344e-05 0.000810084 0.000137542 1078.13 32754.6 960.107 5 50 2 0.728067 3.46927e-11 0.0493998
4.81 123.419 3.09539 1927.95 1.91332e-05 0.000810061 0.000137531 1080.19 32993.2 961.361 5 50 2 0.6624 3.6254e-11 0.0420202
4.82 123.419 3.09651 1927.95 1.9132e-05 0.000810007 0.000137515 1082.25 33231.8 962.615 5 50 2 0.63348 3.54081e-11 0.0342057
4.83 123.419 3.09766 1927.95 1.91311e-05 0.000809921 0.000137496 1084.31 33470.2 963.87 5 50 2 0.619543 3.38526e-11 0.0278966
4.84 123.419 3.0988 1927.94 1.91302e-05 0.000809806 0.000137473 1086.37 33708.7 965.125 5 50 2 0.611865 3.17551e-11 0.0227567
4.85 123.419 3.09991 1927.94 1.91295e-05 0.000809663 0.000137447 1088.43 33947.3 966.38 5 50 2 0.607192 2.92775e-11 0.018702
4.86 123.419 3.10096 1927.94 1.91289e-05 0.000809494 0.000137417 1090.49 34185.7 967.634 5 50 2 0.604121 2.65148e-11 0.0154113
4.87 123.419 3.10194 1927.94 1.91284e-05 0.000809301 0.000137386 1092.55 34424.5 968.888 5 50 2 0.601992 2.36203e-11 0.0127223
4.88 123.419 3.10282 1927.94 1.9128e-05 0.000809089 0.000137352 1094.61 34663.3 970.143 5 50 2 0.600464 2.07837e-11 0.0105549
4.89 123.419 3.10359 1927.94 1.91277e-05 0.000808861 0.000137317 1096.67 34901.6 971.399 5 50 2 0.599335 1.824e-11 0.0088691
4.9 123.419 3.10424 1927.94 1.91274e-05 0.00080862 0.000137282 1098.73 35140.2 972.653 5 50 2 0.598494 1.62807e-11 0.00769081
4.91 123.419 3.10474 1927.94 1.91272e-05 0.00080837 0.000137246 1100.8 35378.7 973.908 5 50 2 0.597868 1.51957e-11 0.00707113
4.92 123.419 3.1051 1927.94 1.91271e-05 0.000808117 0.00013721 1102.86 35617.1 975.164 5 50 2 0.597418 1.51316e-11 0.00702908
4.93 123.418 3.10531 1927.94 1.9127e-05 0.000807864 0.000137176 1104.92 35855.8 976.422 5 50 2 0.597122 1.59736e-11 0.00750498
4.94 123.418 3.10536 1927.94 1.91269e-05 0.000807615 0.000137142 1106.98 36094.4 977.677 5 50 2 0.596978 1.7405e-11 0.00837955
4.95 123.418 3.10526 1927.94 1.91269e-05 0.000807374 0.000137111 1109.05 36333 979.059 5 50 2 0.596996 1.90819e-11 0.0095383
4.96 123.418 3.10501 1927.94 1.91268e-05 0.000807146 0.000137082 1111.11 36571.8 980.563 5 50 2 0.597216 2.07234e-11 0.0109011
4.97 123.418 3.10462 1927.94 1.91268e-05 0.000806933 0.000137056 1113.17 36810.1 981.816 5 50 2 0.597714 2.21249e-11 0.0124194
4.98 123.418 3.1041 1927.94 1.91267e-05 0.000806738 0.000137033 1115.23 37048.6 983.071 5 50 2 0.598642 2.31388e-11 0.0140632
4.99 123.418 3.10346 1927.94 1.91267e-05 0.000806565 0.000137013 1117.29 37287.1 984.325 5 50 2 0.600309 2.36544e-11 0.0158044
5 123.418 3.10271 1927.94 1.91266e-05 0.000806415 0.000136997 1119.35 37525.4 985.581 5 50 2 0.603413 2.35839e-11 0.0175975
5.01 123.418 3.10188 1927.94 1.91265e-05 0.00080629 0.000136984 1121.41 37763.6 986.837 5 50 2 0.609744 2.28594e-11 0.0193511
5.02 123.418 3.10098 1927.94 1.91264e-05 0.000806191 0.000136975 1123.47 38001.9 988.091 5 50 2 0.624851 2.14728e-11 0.0209203
5.03 123.418 3.10002 1927.94 1.91262e-05 0.000806119 0.00013697 1125.12 38192.4 989.095 4 50 2 0.651263 9.31205e-11 0.105428
5.04 123.418 3.09883 1927.94 1.9126e-05 0.000806073 0.000136968 1126.76 38383.1 990.097 4 50 2 0.686667 6.02959e-11 0.0701943
5.05 123.418 3.09802 1927.94 1.91258e-05 0.000806054 0.00013697 1128.41 38574.1 991.101 4 50 2 0.82947 6.5025e-11 0.103927
5.06 123.418 3.09717 1927.94 1.91256e-05 0.00080606 0.000136974 1130.06 38764.9 992.104 4 50 2 0.679049 5.23265e-11 0.0888708
5.07 123.418 3.09608 1927.94 1.91253e-05 0.000806089 0.000136981 1131.71 38955.8 993.107 4 50 2 0.633428 5.66173e-11 0.0907004
5.08 123.418 3.09533 1927.94 1.9125e-05 0.00080614 0.000136991 1133.77 39194.1 994.362 5 50 2 0.62173 1.3355e-11 0.0196865
5.09 123.418 3.09438 1927.94 1.91248e-05 0.00080621 0.000137003 1135.83 39432.5 995.616 5 50 2 0.609128 1.16809e-11 0.0187868
5.1 123.418 3.0936 1927.94 1.91244e-05 0.000806296 0.000137016 1137.89 39670.9 996.872 5 50 2 0.602882 8.76983e-12 0.0125097
5.11 123.418 3.09305 1927.94 1.91241e-05 0.000806396 0.00013703 1139.95 39909.2 998.127 5 50 2 0.599548 6.21668e-12 0.00766724
5.12 123.418 3.09243 1927.94 1.91238e-05 0.000806506 0.000137045 1142.01 40147.9 999.38 5 50 2 0.59925 4.58098e-12 0.00616582
5.13 123.418 3.09202 1927.94 1.91235e-05 0.000806622 0.00013706 1144.07 40386.1 1000.64 5 50 2 0.598402 5.84338e-12 0.00729092
5.14 123.418 3.09172 1927.94 1.91232e-05 0.000806742 0.000137075 1146.13 40624.7 1001.89 5 50 2 0.598737 8.2908e-12 0.0104787
5.15 123.418 3.09152 1927.94 1.91229e-05 0.000806861 0.000137089 1148.19 40863.4 1003.14 5 50 2 0.600023 1.11227e-11 0.0148945
5.16 123.418 3.09146 1927.94 1.91226e-05 0.000806977 0.000137102 1150.25 41101.9 1004.4 5 50 2 0.60204 1.38707e-11 0.0192292
5.17 123.418 3.09152 1927.94 1.91224e-05 0.000807086 0.000137113 1152.31 41340.1 1005.65 5 50 2 0.606335 1.64133e-11 0.0250156
5.18 123.418 3.09169 1927.94 1.91222e-05 0.000807185 0.000137123 1154.37 41578.5 1006.9 5 50 2 0.614626 1.85894e-11 0.0317357
5.19 123.418 3.09198 1927.94 1.9122e-05 0.000807272 0.00013713 1156.43 41816.8 1008.16 5 50 2 0.632441 2.02701e-11 0.039353
5.2 123.418 3.09237 1927.94 1.91219e-05 0.000807344 0.000137135 1158.49 42055.1 1009.41 5 50 2 0.676227 2.12291e-11 0.0478488
5.21 123.418 3.09277 1927.94 1.91218e-05 0.000807399 0.000137138 1159.72 42198 1010.16 3 50 2 0.454091 9.78924e-11 0.24702
5.22 123.418 3.09379 1927.94 1.91218e-05 0.000807435 0.000137137 1161.4 42388.4 1011.17 4 50 2 0.797461 8.71153e-11 0.14128
5.23 123.418 3.09405 1927.94 1.91218e-05 0.000807452 0.000137134 1163.45 42626.9 1012.42 5 50 2 0.732444 2.12029e-11 0.0438581
5.24 123.418 3.09452 1927.94 1.91219e-05 0.000807448 0.000137128 1165.51 42865.2 1013.67 5 50 2 0.670196 2.30814e-11 0.0444353
5.25 123.418 3.09563 1927.94 1.9122e-05 0.000807423 0.000137119 1167.57 43103.4 1014.93 5 50 2 0.673227 2.4746e-11 0.0422721
5.26 123.418 3.09611 1927.94 1.91221e-05 0.000807378 0.000137108 1169.63 43341.7 1016.18 5 50 2 0.62333 2.15846e-11 0.0255931
5.27 123.418 3.09687 1927.94 1.91224e-05 0.000807313 0.000137094 1171.69 43579.7 1017.44 5 50 2 0.615823 2.15623e-11 0.025821
5.28 123.418 3.09764 1927.94 1.91226e-05 0.00080723 0.000137078 1173.75 43818.1 1018.69 5 50 2 0.609909 2.01092e-11 0.0214045
5.29 123.418 3.09825 1927.94 1.91229e-05 0.000807128 0.00013706 1175.81 44056.5 1019.94 5 50 2 0.60527 1.78686e-11 0.0161676
5.3 123.418 3.09891 1927.94 1.91232e-05 0.000807011 0.000137041 1177.87 44294.9 1021.2 5 50 2 0.60306 1.61645e-11 0.0140859
5.31 123.418 3.09948 1927.94 1.91236e-05 0.00080688 0.00013702 1179.93 44533 1022.45 5 50 2 0.601119 1.41676e-11 0.0114278
